experiment_id,stream,namespace,dag_id,cell_id,task_count,topology_family,weight_type,target_rho_l_bin,observation_index,attempt,raw_seed,accepted,reason,rho_l,longest_path_count,rho_h_low,rho_h_high
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_homogeneous_04,n8_chain_like_homogeneous,8,chain_like,homogeneous,high,4,0,9270978512046067239,true,accepted_all_structural_and_allocator_checks,0.75,2,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_homogeneous_05,n8_chain_like_homogeneous,8,chain_like,homogeneous,high,5,0,5992537713963153163,true,accepted_all_structural_and_allocator_checks,0.75,3,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_homogeneous_06,n8_chain_like_homogeneous,8,chain_like,homogeneous,high,6,0,17444617265752451932,true,accepted_all_structural_and_allocator_checks,0.75,3,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_homogeneous_07,n8_chain_like_homogeneous,8,chain_like,homogeneous,high,7,0,54710389863762747,true,accepted_all_structural_and_allocator_checks,0.75,3,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_homogeneous_08,n8_chain_like_homogeneous,8,chain_like,homogeneous,high,8,0,1375321553820994769,true,accepted_all_structural_and_allocator_checks,0.75,3,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_homogeneous_09,n8_chain_like_homogeneous,8,chain_like,homogeneous,high,9,0,312311375655812742,true,accepted_all_structural_and_allocator_checks,0.75,3,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_lognormal_00,n8_chain_like_lognormal,8,chain_like,lognormal,high,0,0,1696698431244137172,true,accepted_all_structural_and_allocator_checks,0.7692307692307692307692307692,2,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_lognormal_01,n8_chain_like_lognormal,8,chain_like,lognormal,high,1,0,2525054019823862944,true,accepted_all_structural_and_allocator_checks,0.8333333333333333333333333333,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_lognormal_02,n8_chain_like_lognormal,8,chain_like,lognormal,high,2,0,11130984747689364534,true,accepted_all_structural_and_allocator_checks,0.8235294117647058823529411765,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_lognormal_03,n8_chain_like_lognormal,8,chain_like,lognormal,high,3,0,10546779248630778905,true,accepted_all_structural_and_allocator_checks,0.7619047619047619047619047619,2,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_lognormal_04,n8_chain_like_lognormal,8,chain_like,lognormal,high,4,0,16333638257885322763,true,accepted_all_structural_and_allocator_checks,0.8,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_lognormal_05,n8_chain_like_lognormal,8,chain_like,lognormal,high,5,0,1830105999669812322,true,accepted_all_structural_and_allocator_checks,0.875,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_lognormal_06,n8_chain_like_lognormal,8,chain_like,lognormal,high,6,0,7915111494835103835,true,accepted_all_structural_and_allocator_checks,0.8947368421052631578947368421,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_lognormal_07,n8_chain_like_lognormal,8,chain_like,lognormal,high,7,0,6416769657540314178,true,accepted_all_structural_and_allocator_checks,0.7222222222222222222222222222,2,0.3,0.7
