pair_type,dag_id,task_count,topology_family,weight_type,path_multiplicity,observation_index,phase_profile,P,path_stable,path_transition,delta_reference_path_length,delta_reference_path_length_normalized,delta_L4,delta_B4,theoretical_delta,identity_holds,delta_makespan,delta_makespan_normalized,delta_queue,delta_queue_normalized,delta_blocked_any,delta_blocked_any_normalized
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_homogeneous_08,16,wide_layered,homogeneous,tied,8,io,4,true,t01->t08->t16 => t01->t08->t16,2.7648,0.05559845559845559845559845560,2.7648,0.0000,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_09,16,wide_layered,homogeneous,tied,9,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_09,16,wide_layered,homogeneous,tied,9,io,4,,,,,,,,,1.625,0.03385416666666666666666666667,0.711,0.0148125,-1.740,-0.03625
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_09,16,wide_layered,homogeneous,tied,9,io,8,,,,,,,,,-2.363,-0.06563888888888888888888888889,-8.484,-0.2356666666666666666666666667,-4.842,-0.1345
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_09,16,wide_layered,homogeneous,tied,9,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_09,16,wide_layered,homogeneous,tied,9,equal_alternating,4,,,,,,,,,0.810,0.016875,0.348,0.00725,-1.184,-0.02466666666666666666666666667
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_09,16,wide_layered,homogeneous,tied,9,equal_alternating,8,,,,,,,,,-1.182,-0.03283333333333333333333333333,-4.630,-0.1286111111111111111111111111,-2.818,-0.07827777777777777777777777778
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_homogeneous_09,16,wide_layered,homogeneous,tied,9,io,4,true,t01->t10->t16 => t01->t10->t16,2.7648,0.05559845559845559845559845560,2.7648,0.0000,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_10,16,wide_layered,homogeneous,tied,10,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_10,16,wide_layered,homogeneous,tied,10,io,4,,,,,,,,,0.530,0.01104166666666666666666666667,-1.244,-0.02591666666666666666666666667,-2.039,-0.04247916666666666666666666667
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_10,16,wide_layered,homogeneous,tied,10,io,8,,,,,,,,,-3.958,-0.1099444444444444444444444444,-15.922,-0.4422777777777777777777777778,-4.844,-0.1345555555555555555555555556
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_10,16,wide_layered,homogeneous,tied,10,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_10,16,wide_layered,homogeneous,tied,10,equal_alternating,4,,,,,,,,,0.097,0.002020833333333333333333333333,-0.820,-0.01708333333333333333333333333,-1.991,-0.04147916666666666666666666667
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_10,16,wide_layered,homogeneous,tied,10,equal_alternating,8,,,,,,,,,-1.320,-0.03666666666666666666666666667,-5.081,-0.1411388888888888888888888889,-1.713,-0.04758333333333333333333333333
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_homogeneous_10,16,wide_layered,homogeneous,tied,10,io,4,true,t01->t05->t16 => t01->t05->t16,2.7648,0.05559845559845559845559845560,2.7648,0.0000,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_11,16,wide_layered,homogeneous,tied,11,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_11,16,wide_layered,homogeneous,tied,11,io,4,,,,,,,,,-0.086,-0.001791666666666666666666666667,-1.913,-0.03985416666666666666666666667,-2.004,-0.04175
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_11,16,wide_layered,homogeneous,tied,11,io,8,,,,,,,,,-2.363,-0.06563888888888888888888888889,-9.597,-0.2665833333333333333333333333,-2.984,-0.08288888888888888888888888889
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_11,16,wide_layered,homogeneous,tied,11,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_11,16,wide_layered,homogeneous,tied,11,equal_alternating,4,,,,,,,,,0.405,0.0084375,0.783,0.0163125,1.534,0.03195833333333333333333333333
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_11,16,wide_layered,homogeneous,tied,11,equal_alternating,8,,,,,,,,,-1.181,-0.03280555555555555555555555556,-3.502,-0.09727777777777777777777777778,-0.197,-0.005472222222222222222222222222
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_homogeneous_11,16,wide_layered,homogeneous,tied,11,io,4,true,t01->t12->t16 => t01->t12->t16,2.7648,0.05559845559845559845559845560,2.7648,0.0000,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_12,16,wide_layered,homogeneous,tied,12,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_12,16,wide_layered,homogeneous,tied,12,io,4,,,,,,,,,-1.063,-0.02214583333333333333333333333,-3.838,-0.07995833333333333333333333333,-2.805,-0.0584375
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_12,16,wide_layered,homogeneous,tied,12,io,8,,,,,,,,,-2.896,-0.08044444444444444444444444444,-15.422,-0.4283888888888888888888888889,-5.907,-0.1640833333333333333333333333
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_12,16,wide_layered,homogeneous,tied,12,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_12,16,wide_layered,homogeneous,tied,12,equal_alternating,4,,,,,,,,,-0.123,-0.0025625,-1.510,-0.03145833333333333333333333333,-0.994,-0.02070833333333333333333333333
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_12,16,wide_layered,homogeneous,tied,12,equal_alternating,8,,,,,,,,,-1.448,-0.04022222222222222222222222222,-6.720,-0.1866666666666666666666666667,-2.413,-0.06702777777777777777777777778
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_homogeneous_12,16,wide_layered,homogeneous,tied,12,io,4,true,t01->t03->t16 => t01->t03->t16,2.7648,0.05559845559845559845559845560,2.7648,0.0000,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_13,16,wide_layered,homogeneous,tied,13,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_13,16,wide_layered,homogeneous,tied,13,io,4,,,,,,,,,-0.798,-0.016625,-0.920,-0.01916666666666666666666666667,-0.419,-0.008729166666666666666666666667
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_13,16,wide_layered,homogeneous,tied,13,io,8,,,,,,,,,-3.724,-0.1034444444444444444444444444,-13.925,-0.3868055555555555555555555556,-3.814,-0.1059444444444444444444444444
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_13,16,wide_layered,homogeneous,tied,13,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_13,16,wide_layered,homogeneous,tied,13,equal_alternating,4,,,,,,,,,0.407,0.008479166666666666666666666667,0.651,0.0135625,0.593,0.01235416666666666666666666667
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_13,16,wide_layered,homogeneous,tied,13,equal_alternating,8,,,,,,,,,-1.452,-0.04033333333333333333333333333,-6.923,-0.1923055555555555555555555556,-0.402,-0.01116666666666666666666666667
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_homogeneous_13,16,wide_layered,homogeneous,tied,13,io,4,true,t01->t15->t16 => t01->t15->t16,2.7648,0.05559845559845559845559845560,2.7648,0.0000,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_14,16,wide_layered,homogeneous,tied,14,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_14,16,wide_layered,homogeneous,tied,14,io,4,,,,,,,,,0.797,0.01660416666666666666666666667,-0.148,-0.003083333333333333333333333333,-0.502,-0.01045833333333333333333333333
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_14,16,wide_layered,homogeneous,tied,14,io,8,,,,,,,,,-3.457,-0.09602777777777777777777777778,-9.137,-0.2538055555555555555555555556,-3.517,-0.09769444444444444444444444444
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_14,16,wide_layered,homogeneous,tied,14,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_14,16,wide_layered,homogeneous,tied,14,equal_alternating,4,,,,,,,,,0.276,0.00575,0.002,0.00004166666666666666666666666667,0.753,0.0156875
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_14,16,wide_layered,homogeneous,tied,14,equal_alternating,8,,,,,,,,,-1.321,-0.03669444444444444444444444444,-4.185,-0.11625,-0.229,-0.006361111111111111111111111111
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_homogeneous_14,16,wide_layered,homogeneous,tied,14,io,4,true,t01->t08->t16 => t01->t08->t16,2.7648,0.05559845559845559845559845560,2.7648,0.0000,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_15,16,wide_layered,homogeneous,tied,15,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_15,16,wide_layered,homogeneous,tied,15,io,4,,,,,,,,,-0.888,-0.0185,-0.828,-0.01725,-0.591,-0.0123125
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_15,16,wide_layered,homogeneous,tied,15,io,8,,,,,,,,,-3.986,-0.1107222222222222222222222222,-11.870,-0.3297222222222222222222222222,-3.779,-0.1049722222222222222222222222
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_15,16,wide_layered,homogeneous,tied,15,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_15,16,wide_layered,homogeneous,tied,15,equal_alternating,4,,,,,,,,,-0.477,-0.0099375,-1.198,-0.02495833333333333333333333333,-1.392,-0.029
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_15,16,wide_layered,homogeneous,tied,15,equal_alternating,8,,,,,,,,,-1.453,-0.04036111111111111111111111111,-6.047,-0.1679722222222222222222222222,-0.379,-0.01052777777777777777777777778
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_homogeneous_15,16,wide_layered,homogeneous,tied,15,io,4,true,t01->t07->t16 => t01->t07->t16,2.7648,0.05559845559845559845559845560,2.7648,0.0000,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_16,16,wide_layered,homogeneous,tied,16,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_16,16,wide_layered,homogeneous,tied,16,io,4,,,,,,,,,0.799,0.01664583333333333333333333333,0.475,0.009895833333333333333333333333,0.118,0.002458333333333333333333333333
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_16,16,wide_layered,homogeneous,tied,16,io,8,,,,,,,,,-3.454,-0.09594444444444444444444444444,-8.495,-0.2359722222222222222222222222,-3.507,-0.09741666666666666666666666667
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_16,16,wide_layered,homogeneous,tied,16,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_16,16,wide_layered,homogeneous,tied,16,equal_alternating,4,,,,,,,,,0.276,0.00575,0.000,0,0.886,0.01845833333333333333333333333
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_16,16,wide_layered,homogeneous,tied,16,equal_alternating,8,,,,,,,,,-1.321,-0.03669444444444444444444444444,-4.187,-0.1163055555555555555555555556,-0.226,-0.006277777777777777777777777778
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_homogeneous_16,16,wide_layered,homogeneous,tied,16,io,4,true,t01->t08->t16 => t01->t08->t16,2.7648,0.05559845559845559845559845560,2.7648,0.0000,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_17,16,wide_layered,homogeneous,tied,17,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_17,16,wide_layered,homogeneous,tied,17,io,4,,,,,,,,,1.092,0.02275,0.530,0.01104166666666666666666666667,-1.744,-0.03633333333333333333333333333
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_17,16,wide_layered,homogeneous,tied,17,io,8,,,,,,,,,-2.096,-0.05822222222222222222222222222,-6.164,-0.1712222222222222222222222222,-4.311,-0.11975
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_17,16,wide_layered,homogeneous,tied,17,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_17,16,wide_layered,homogeneous,tied,17,equal_alternating,4,,,,,,,,,0.546,0.011375,0.709,0.01477083333333333333333333333,-0.428,-0.008916666666666666666666666667
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_17,16,wide_layered,homogeneous,tied,17,equal_alternating,8,,,,,,,,,-1.048,-0.02911111111111111111111111111,-3.214,-0.08927777777777777777777777778,-2.291,-0.06363888888888888888888888889
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_homogeneous_17,16,wide_layered,homogeneous,tied,17,io,4,true,t01->t02->t16 => t01->t02->t16,2.7648,0.05559845559845559845559845560,2.7648,0.0000,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_18,16,wide_layered,homogeneous,tied,18,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_18,16,wide_layered,homogeneous,tied,18,io,4,,,,,,,,,-1.063,-0.02214583333333333333333333333,-1.451,-0.03022916666666666666666666667,-1.481,-0.03085416666666666666666666667
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_18,16,wide_layered,homogeneous,tied,18,io,8,,,,,,,,,-2.363,-0.06563888888888888888888888889,-9.836,-0.2732222222222222222222222222,-4.045,-0.1123611111111111111111111111
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_18,16,wide_layered,homogeneous,tied,18,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_18,16,wide_layered,homogeneous,tied,18,equal_alternating,4,,,,,,,,,0.410,0.008541666666666666666666666667,0.395,0.008229166666666666666666666667,0.072,0.0015
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_18,16,wide_layered,homogeneous,tied,18,equal_alternating,8,,,,,,,,,-1.184,-0.03288888888888888888888888889,-3.951,-0.10975,-1.575,-0.04375
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_homogeneous_18,16,wide_layered,homogeneous,tied,18,io,4,true,t01->t11->t16 => t01->t11->t16,2.7648,0.05559845559845559845559845560,2.7648,0.0000,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_19,16,wide_layered,homogeneous,tied,19,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_19,16,wide_layered,homogeneous,tied,19,io,4,,,,,,,,,-1.064,-0.02216666666666666666666666667,-1.450,-0.03020833333333333333333333333,-1.478,-0.03079166666666666666666666667
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_19,16,wide_layered,homogeneous,tied,19,io,8,,,,,,,,,-2.363,-0.06563888888888888888888888889,-9.843,-0.2734166666666666666666666667,-4.049,-0.1124722222222222222222222222
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_19,16,wide_layered,homogeneous,tied,19,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_19,16,wide_layered,homogeneous,tied,19,equal_alternating,4,,,,,,,,,0.143,0.002979166666666666666666666667,-0.181,-0.003770833333333333333333333333,-0.197,-0.004104166666666666666666666667
schedule_policy,exp08_confirmatory_n16_wide_layered_homogeneous_19,16,wide_layered,homogeneous,tied,19,equal_alternating,8,,,,,,,,,-1.183,-0.03286111111111111111111111111,-4.266,-0.1185,-1.366,-0.03794444444444444444444444444
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_homogeneous_19,16,wide_layered,homogeneous,tied,19,io,4,true,t01->t11->t16 => t01->t11->t16,2.7648,0.05559845559845559845559845560,2.7648,0.0000,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_00,16,wide_layered,lognormal,unique,0,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_00,16,wide_layered,lognormal,unique,0,io,4,,,,,,,,,1.824,0.019,20.640,0.215,0.192,0.002
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_00,16,wide_layered,lognormal,unique,0,io,8,,,,,,,,,2.976,0.031,0.768,0.008,-8.544,-0.089
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_00,16,wide_layered,lognormal,unique,0,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_00,16,wide_layered,lognormal,unique,0,equal_alternating,4,,,,,,,,,7.104,0.074,25.888,0.2696666666666666666666666667,5.712,0.0595
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_00,16,wide_layered,lognormal,unique,0,equal_alternating,8,,,,,,,,,7.184,0.07483333333333333333333333333,43.616,0.4543333333333333333333333333,2.912,0.03033333333333333333333333333
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_00,16,wide_layered,lognormal,unique,0,io,4,true,t01->t11->t16 => t01->t11->t16,5.5296,0.05521472392638036809815950920,5.5296,5.5296,5.529600,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_01,16,wide_layered,lognormal,tied,1,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_01,16,wide_layered,lognormal,tied,1,io,4,,,,,,,,,10.450,0.09414414414414414414414414414,39.961,0.3600090090090090090090090090,14.894,0.1341801801801801801801801802
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_01,16,wide_layered,lognormal,tied,1,io,8,,,,,,,,,6.707,0.06986458333333333333333333333,46.452,0.483875,-2.156,-0.02245833333333333333333333333
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_01,16,wide_layered,lognormal,tied,1,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_01,16,wide_layered,lognormal,tied,1,equal_alternating,4,,,,,,,,,8.260,0.07441441441441441441441441441,19.029,0.1714324324324324324324324324,11.240,0.1012612612612612612612612613
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_01,16,wide_layered,lognormal,tied,1,equal_alternating,8,,,,,,,,,6.686,0.06964583333333333333333333333,29.889,0.31134375,-1.271,-0.01323958333333333333333333333
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_01,16,wide_layered,lognormal,tied,1,io,4,true,t01->t04->t16 => t01->t04->t16,6.3936,0.05559845559845559845559845560,6.3936,0.0000,6.393600,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_02,16,wide_layered,lognormal,unique,2,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_02,16,wide_layered,lognormal,unique,2,io,4,,,,,,,,,-1.633,-0.01265891472868217054263565891,-7.051,-0.05465891472868217054263565891,-8.715,-0.06755813953488372093023255814
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_02,16,wide_layered,lognormal,unique,2,io,8,,,,,,,,,0.468,0.0039,-1.624,-0.01353333333333333333333333333,-10.047,-0.083725
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_02,16,wide_layered,lognormal,unique,2,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_02,16,wide_layered,lognormal,unique,2,equal_alternating,4,,,,,,,,,6.026,0.04671317829457364341085271318,17.573,0.1362248062015503875968992248,-1.020,-0.007906976744186046511627906977
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_02,16,wide_layered,lognormal,unique,2,equal_alternating,8,,,,,,,,,8.507,0.07089166666666666666666666667,34.463,0.2871916666666666666666666667,-3.785,-0.03154166666666666666666666667
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_02,16,wide_layered,lognormal,unique,2,io,4,true,t01->t07->t16 => t01->t07->t16,7.4304,0.05559845559845559845559845560,7.4304,0.0000,7.430400,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_03,16,wide_layered,lognormal,unique,3,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_03,16,wide_layered,lognormal,unique,3,io,4,,,,,,,,,2.280,0.02111111111111111111111111111,13.504,0.1250370370370370370370370370,-3.518,-0.03257407407407407407407407407
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_03,16,wide_layered,lognormal,unique,3,io,8,,,,,,,,,4.837,0.05038541666666666666666666667,-14.503,-0.1510729166666666666666666667,-13.054,-0.1359791666666666666666666667
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_03,16,wide_layered,lognormal,unique,3,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_03,16,wide_layered,lognormal,unique,3,equal_alternating,4,,,,,,,,,9.083,0.08410185185185185185185185185,30.169,0.2793425925925925925925925926,8.672,0.08029629629629629629629629630
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_03,16,wide_layered,lognormal,unique,3,equal_alternating,8,,,,,,,,,8.953,0.09326041666666666666666666667,38.465,0.4006770833333333333333333333,-2.032,-0.02116666666666666666666666667
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_03,16,wide_layered,lognormal,unique,3,io,4,true,t01->t02->t16 => t01->t02->t16,6.2208,0.05559845559845559845559845560,6.2208,0.0000,6.220800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_04,16,wide_layered,lognormal,unique,4,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_04,16,wide_layered,lognormal,unique,4,io,4,,,,,,,,,4.064,0.04105050505050505050505050505,4.596,0.04642424242424242424242424242,-7.662,-0.07739393939393939393939393939
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_04,16,wide_layered,lognormal,unique,4,io,8,,,,,,,,,-2.754,-0.03278571428571428571428571429,-9.313,-0.1108690476190476190476190476,-9.819,-0.1168928571428571428571428571
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_04,16,wide_layered,lognormal,unique,4,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_04,16,wide_layered,lognormal,unique,4,equal_alternating,4,,,,,,,,,11.199,0.1131212121212121212121212121,30.058,0.3036161616161616161616161616,9.030,0.09121212121212121212121212121
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_04,16,wide_layered,lognormal,unique,4,equal_alternating,8,,,,,,,,,3.960,0.04714285714285714285714285714,37.243,0.4433690476190476190476190476,-1.954,-0.02326190476190476190476190476
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_04,16,wide_layered,lognormal,unique,4,io,4,true,t01->t14->t16 => t01->t14->t16,5.7024,0.05559845559845559845559845560,5.7024,0.0000,5.702400,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_05,16,wide_layered,lognormal,tied,5,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_05,16,wide_layered,lognormal,tied,5,io,4,,,,,,,,,8.671,0.07811711711711711711711711712,27.066,0.2438378378378378378378378378,15.141,0.1364054054054054054054054054
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_05,16,wide_layered,lognormal,tied,5,io,8,,,,,,,,,7.104,0.06577777777777777777777777778,48.628,0.4502592592592592592592592593,5.078,0.04701851851851851851851851852
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_05,16,wide_layered,lognormal,tied,5,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_05,16,wide_layered,lognormal,tied,5,equal_alternating,4,,,,,,,,,10.585,0.09536036036036036036036036036,33.952,0.3058738738738738738738738739,21.873,0.1970540540540540540540540541
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_05,16,wide_layered,lognormal,tied,5,equal_alternating,8,,,,,,,,,1.776,0.01644444444444444444444444444,40.782,0.3776111111111111111111111111,2.317,0.02145370370370370370370370370
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_05,16,wide_layered,lognormal,tied,5,io,4,true,t01->t04->t16 => t01->t04->t16,6.3936,0.05559845559845559845559845560,6.3936,4.1928,6.393600,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_06,16,wide_layered,lognormal,unique,6,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_06,16,wide_layered,lognormal,unique,6,io,4,,,,,,,,,-0.780,-0.0065,-4.290,-0.03575,-8.250,-0.06875
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_06,16,wide_layered,lognormal,unique,6,io,8,,,,,,,,,-5.010,-0.0521875,-14.370,-0.1496875,-12.780,-0.133125
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_06,16,wide_layered,lognormal,unique,6,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_06,16,wide_layered,lognormal,unique,6,equal_alternating,4,,,,,,,,,7.720,0.06433333333333333333333333333,18.210,0.15175,3.455,0.02879166666666666666666666667
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_06,16,wide_layered,lognormal,unique,6,equal_alternating,8,,,,,,,,,8.830,0.09197916666666666666666666667,51.340,0.5347916666666666666666666667,0.150,0.0015625
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_06,16,wide_layered,lognormal,unique,6,io,4,true,t01->t11->t16 => t01->t11->t16,6.9120,0.05559845559845559845559845560,6.9120,0.0000,6.912000,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_07,16,wide_layered,lognormal,tied,7,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_07,16,wide_layered,lognormal,tied,7,io,4,,,,,,,,,-4.032,-0.03733333333333333333333333333,-13.056,-0.1208888888888888888888888889,-8.736,-0.08088888888888888888888888889
