pair_type,dag_id,task_count,topology_family,weight_type,path_multiplicity,observation_index,phase_profile,P,path_stable,path_transition,delta_reference_path_length,delta_reference_path_length_normalized,delta_L4,delta_B4,theoretical_delta,identity_holds,delta_makespan,delta_makespan_normalized,delta_queue,delta_queue_normalized,delta_blocked_any,delta_blocked_any_normalized
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_08,64,chain_like,lognormal,tied,8,io,8,,,,,,,,,-8.477,-0.007435964912280701754385964912,2.619,0.002297368421052631578947368421,2.619,0.002297368421052631578947368421
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_08,64,chain_like,lognormal,tied,8,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_08,64,chain_like,lognormal,tied,8,equal_alternating,4,,,,,,,,,-18.308,-0.01605964912280701754385964912,-12.407,-0.01088333333333333333333333333,-12.407,-0.01088333333333333333333333333
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_08,64,chain_like,lognormal,tied,8,equal_alternating,8,,,,,,,,,-18.308,-0.01605964912280701754385964912,-12.407,-0.01088333333333333333333333333,-12.407,-0.01088333333333333333333333333
differentiated_slowdown,exp08_confirmatory_n64_chain_like_lognormal_08,64,chain_like,lognormal,tied,8,io,4,false,t01->t03->t04->t06->t09->t11->t12->t14->t16->t19->t21->t22->t24->t27->t29->t31->t32->t34->t35->t36->t37->t38->t39->t40->t41->t42->t43->t44->t45->t46->t47->t48->t49->t50->t51->t52->t53->t54->t55->t56->t57->t58->t59->t60->t61->t62->t63->t64 => t01->t03->t04->t06->t09->t11->t12->t14->t16->t19->t21->t22->t24->t27->t29->t31->t32->t34->t35->t36->t37->t38->t39->t40->t41->t42->t43->t44->t45->t46->t47->t48->t49->t50->t51->t52->t53->t54->t55->t56->t57->t58->t59->t60->t61->t62->t63->t64,21.0816,0.01820186634403112593742642208,19.0764,19.0764,21.081600,true,,,,,,
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_09,64,chain_like,lognormal,tied,9,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_09,64,chain_like,lognormal,tied,9,io,4,,,,,,,,,-19.465,-0.01374646892655367231638418079,-9.707,-0.006855225988700564971751412429,-9.707,-0.006855225988700564971751412429
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_09,64,chain_like,lognormal,tied,9,io,8,,,,,,,,,-19.465,-0.01374646892655367231638418079,-9.707,-0.006855225988700564971751412429,-9.707,-0.006855225988700564971751412429
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_09,64,chain_like,lognormal,tied,9,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_09,64,chain_like,lognormal,tied,9,equal_alternating,4,,,,,,,,,-25.244,-0.01782768361581920903954802260,-20.394,-0.01440254237288135593220338983,-20.394,-0.01440254237288135593220338983
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_09,64,chain_like,lognormal,tied,9,equal_alternating,8,,,,,,,,,-25.244,-0.01782768361581920903954802260,-20.394,-0.01440254237288135593220338983,-20.394,-0.01440254237288135593220338983
differentiated_slowdown,exp08_confirmatory_n64_chain_like_lognormal_09,64,chain_like,lognormal,tied,9,io,4,false,t01->t03->t04->t07->t09->t10->t13->t14->t16->t19->t20->t23->t24->t26->t29->t30->t33->t34->t35->t36->t37->t38->t39->t40->t41->t42->t43->t44->t45->t46->t47->t48->t49->t50->t51->t52->t53->t54->t55->t56->t57->t58->t59->t60->t61->t62->t63->t64 => t01->t03->t04->t07->t09->t10->t13->t14->t16->t19->t20->t23->t24->t26->t29->t30->t33->t34->t35->t36->t37->t38->t39->t40->t41->t42->t43->t44->t45->t46->t47->t48->t49->t50->t51->t52->t53->t54->t55->t56->t57->t58->t59->t60->t61->t62->t63->t64,25.2288,0.01742717849056463013872362330,15.1953,15.1953,25.228800,true,,,,,,
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_10,64,chain_like,lognormal,tied,10,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_10,64,chain_like,lognormal,tied,10,io,4,,,,,,,,,-5.870,-0.004253623188405797101449275362,2.892,0.002095652173913043478260869565,2.892,0.002095652173913043478260869565
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_10,64,chain_like,lognormal,tied,10,io,8,,,,,,,,,-5.870,-0.004253623188405797101449275362,2.892,0.002095652173913043478260869565,2.892,0.002095652173913043478260869565
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_10,64,chain_like,lognormal,tied,10,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_10,64,chain_like,lognormal,tied,10,equal_alternating,4,,,,,,,,,-13.061,-0.009464492753623188405797101449,-8.631,-0.006254347826086956521739130435,-8.631,-0.006254347826086956521739130435
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_10,64,chain_like,lognormal,tied,10,equal_alternating,8,,,,,,,,,-13.061,-0.009464492753623188405797101449,-8.631,-0.006254347826086956521739130435,-8.631,-0.006254347826086956521739130435
differentiated_slowdown,exp08_confirmatory_n64_chain_like_lognormal_10,64,chain_like,lognormal,tied,10,io,4,false,t01->t02->t04->t06->t09->t10->t13->t14->t16->t18->t20->t23->t24->t26->t29->t30->t33->t34->t35->t36->t37->t38->t39->t40->t41->t42->t43->t44->t45->t46->t47->t48->t49->t50->t51->t52->t53->t54->t55->t56->t57->t58->t59->t60->t61->t62->t63->t64 => t01->t02->t04->t06->t09->t10->t13->t14->t16->t18->t20->t22->t25->t27->t28->t31->t32->t34->t35->t36->t37->t38->t39->t40->t41->t42->t43->t44->t45->t46->t47->t48->t49->t50->t51->t52->t53->t54->t55->t56->t57->t58->t59->t60->t61->t62->t63->t64,26.7840,0.01897093715324598939344423229,15.5958,15.5958,26.784000,true,,,,,,
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_11,64,chain_like,lognormal,unique,11,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_11,64,chain_like,lognormal,unique,11,io,4,,,,,,,,,-17.925,-0.01524234693877551020408163265,-8.451,-0.007186224489795918367346938776,-8.451,-0.007186224489795918367346938776
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_11,64,chain_like,lognormal,unique,11,io,8,,,,,,,,,-17.925,-0.01524234693877551020408163265,-8.451,-0.007186224489795918367346938776,-8.451,-0.007186224489795918367346938776
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_11,64,chain_like,lognormal,unique,11,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_11,64,chain_like,lognormal,unique,11,equal_alternating,4,,,,,,,,,-34.688,-0.02949659863945578231292517007,-32.173,-0.02735799319727891156462585034,-32.173,-0.02735799319727891156462585034
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_11,64,chain_like,lognormal,unique,11,equal_alternating,8,,,,,,,,,-34.688,-0.02949659863945578231292517007,-32.173,-0.02735799319727891156462585034,-32.173,-0.02735799319727891156462585034
differentiated_slowdown,exp08_confirmatory_n64_chain_like_lognormal_11,64,chain_like,lognormal,unique,11,io,4,true,t01->t02->t05->t07->t09->t10->t13->t15->t17->t18->t21->t22->t24->t27->t28->t31->t32->t34->t35->t36->t37->t38->t39->t40->t41->t42->t43->t44->t45->t46->t47->t48->t49->t50->t51->t52->t53->t54->t55->t56->t57->t58->t59->t60->t61->t62->t63->t64 => t01->t02->t05->t07->t09->t10->t13->t15->t17->t18->t21->t22->t24->t27->t28->t31->t32->t34->t35->t36->t37->t38->t39->t40->t41->t42->t43->t44->t45->t46->t47->t48->t49->t50->t51->t52->t53->t54->t55->t56->t57->t58->t59->t60->t61->t62->t63->t64,21.2544,0.01783175808731440353413525235,21.2544,21.2544,21.254400,true,,,,,,
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_12,64,chain_like,lognormal,tied,12,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_12,64,chain_like,lognormal,tied,12,io,4,,,,,,,,,-4.546,-0.003183473389355742296918767507,4.714,0.003301120448179271708683473389,4.714,0.003301120448179271708683473389
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_12,64,chain_like,lognormal,tied,12,io,8,,,,,,,,,-4.546,-0.003183473389355742296918767507,4.714,0.003301120448179271708683473389,4.714,0.003301120448179271708683473389
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_12,64,chain_like,lognormal,tied,12,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_12,64,chain_like,lognormal,tied,12,equal_alternating,4,,,,,,,,,-8.903,-0.006234593837535014005602240896,-2.852,-0.001997198879551820728291316527,-2.852,-0.001997198879551820728291316527
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_12,64,chain_like,lognormal,tied,12,equal_alternating,8,,,,,,,,,-8.903,-0.006234593837535014005602240896,-2.852,-0.001997198879551820728291316527,-2.852,-0.001997198879551820728291316527
differentiated_slowdown,exp08_confirmatory_n64_chain_like_lognormal_12,64,chain_like,lognormal,tied,12,io,4,false,t01->t03->t04->t06->t08->t11->t12->t15->t17->t19->t21->t23->t24->t27->t28->t30->t33->t34->t35->t36->t37->t38->t39->t40->t41->t42->t43->t44->t45->t46->t47->t48->t49->t50->t51->t52->t53->t54->t55->t56->t57->t58->t59->t60->t61->t62->t63->t64 => t01->t03->t04->t06->t08->t11->t12->t15->t17->t19->t21->t23->t24->t27->t28->t30->t33->t34->t35->t36->t37->t38->t39->t40->t41->t42->t43->t44->t45->t46->t47->t48->t49->t50->t51->t52->t53->t54->t55->t56->t57->t58->t59->t60->t61->t62->t63->t64,24.8832,0.01710670198113857410326141880,18.8610,18.8610,24.883200,true,,,,,,
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_13,64,chain_like,lognormal,tied,13,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_13,64,chain_like,lognormal,tied,13,io,4,,,,,,,,,-4.920,-0.003474576271186440677966101695,6.082,0.004295197740112994350282485876,6.082,0.004295197740112994350282485876
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_13,64,chain_like,lognormal,tied,13,io,8,,,,,,,,,-4.920,-0.003474576271186440677966101695,6.082,0.004295197740112994350282485876,6.082,0.004295197740112994350282485876
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_13,64,chain_like,lognormal,tied,13,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_13,64,chain_like,lognormal,tied,13,equal_alternating,4,,,,,,,,,-18.182,-0.01284039548022598870056497175,-12.799,-0.009038841807909604519774011299,-12.799,-0.009038841807909604519774011299
schedule_policy,exp08_confirmatory_n64_chain_like_lognormal_13,64,chain_like,lognormal,tied,13,equal_alternating,8,,,,,,,,,-18.182,-0.01284039548022598870056497175,-12.799,-0.009038841807909604519774011299,-12.799,-0.009038841807909604519774011299
